id,title,popularity,release_date
228203,"McFarland, USA",14.023082,20/2/2015
14284,In the Shadow of the Moon,3.43159,19/1/2007
11321,Seven Pounds,41.472404,18/12/2008
44413,The Holy Girl,0.684881,6/5/2004
11802,Space Chimps,6.293217,17/7/2008
18937,Quest for Camelot,16.059443,15/5/1998
19405,Recess: School's Out,5.699058,27/1/2001
14582,Passchendaele,2.405911,17/10/2008
1988,A Mighty Heart,9.717392,1/1/2007
9731,Friday the 13th: A New Beginning,12.639469,22/3/1985
49020,Submarine,8.518866,18/3/2011
4944,Burn After Reading,31.941347,5/9/2008
627,Trainspotting,63.513324,23/2/1996
60308,Moneyball,46.180421,22/9/2011
1907,The Beach,41.362082,11/2/2000
38050,The Adjustment Bureau,26.60772,3/3/2011
26486,The Last Shot,6.7698,24/9/2004
9059,Tales from the Crypt: Demon Knight,7.710797,13/1/1995
8457,Drillbit Taylor,15.055732,20/3/2008
9626,Red Sonja,12.752463,9/4/1985
12093,Lilya 4-ever,7.759215,23/8/2002
629,The Usual Suspects,64.025031,19/7/1995
46256,The Lion of Judah,0.165909,3/6/2011
14451,Dead Snow,11.205726,9/1/2009
18360,Night at the Museum: Battle of the Smithsonian,81.781591,20/5/2009
985,Eraserhead,20.399578,19/3/1977
12162,The Hurt Locker,47.006162,10/10/2008
43935,Dylan Dog: Dead of Night,10.617236,16/3/2011
11439,The Ghost Writer,21.118196,12/2/2010
11577,Pat Garrett & Billy the Kid,4.495256,23/5/1973
137321,Winter's Tale,22.736038,13/2/2014
6478,Beyond the Sea,6.138213,17/12/2004
27022,The Sorcerer's Apprentice,35.580815,13/7/2010
49010,Hobo with a Shotgun,16.900433,6/5/2011
8984,Disclosure,15.064058,9/12/1994
1073,Arlington Road,12.819447,19/3/1999
7552,Fun with Dick and Jane,25.159168,21/12/2005
26389,From Paris with Love,27.916284,5/2/2010
38,Eternal Sunshine of the Spotless Mind,56.481487,19/3/2004
16911,The Inhabited Island,2.785832,18/12/2008
56715,Just Visiting,10.844882,6/4/2001
284293,Still Alice,35.307577,5/12/2014
20520,The Motel,0.120505,1/1/2005
72571,Paranormal Activity 3,29.15813,19/10/2011
139715,Detention of the Dead,2.391847,27/4/2012
14729,The Long Riders,2.959547,12/5/1980
13173,The Ten,3.865122,3/8/2007
22007,Train,3.280081,16/10/2008
10050,Get Over It,11.592129,8/3/2001
45226,The Pursuit of D.B. Cooper,1.379643,13/11/1981
10585,Child's Play,27.600843,8/11/1988
9781,Detroit Rock City,5.700333,13/8/1999
49471,Get on the Bus,4.623059,16/10/1996
346081,Sardaarji,0.296981,26/6/2015
47889,Ruby in Paradise,0.59424,8/10/1993
26268,Harper,2.938973,23/2/1966
11546,Police Academy: Mission to Moscow,11.946898,9/6/1994
8077,Alien³,45.856409,22/5/1992
8922,Jeepers Creepers,23.316208,1/7/2001
4836,Layer Cake,24.0034,30/9/2004
13201,Deuces Wild,0.753481,3/5/2002
13155,Return to Oz,5.650125,21/6/1985
26899,The Mudge Boy,5.292536,17/1/2003
5,Four Rooms,22.87623,9/12/1995
11980,The Prophecy,11.818333,1/9/1995
2119,Days of Thunder,16.278022,27/6/1990
12113,Body of Lies,37.507136,10/10/2008
13937,Raising Cain,7.558959,7/8/1992
270554,Echo Dr.,0.053755,8/11/2013
48382,"The Book of Mormon Movie, Volume 1: The Journey",0.031947,12/9/2003
1642,The Net,23.218144,28/7/1995
80321,Madagascar 3: Europe's Most Wanted,44.989192,6/6/2012
223,Rebecca,18.426825,12/4/1940
290555,Wolves,7.922639,28/8/2014
168672,American Hustle,49.664128,12/12/2013
7484,Open Season,26.61951,29/9/2006
802,Lolita,23.962109,13/6/1962
37958,Immortals,37.917002,10/11/2011
4960,"Synecdoche, New York",12.761176,24/10/2008
70829,The Last Godfather,0.680753,29/12/2010
1272,Sunshine,51.502884,5/4/2007
168530,Ride Along,28.468,7/1/2014
238615,Self/less,66.097437,10/7/2015
330770,Evolution,3.300061,14/9/2015
5123,August Rush,29.533437,21/11/2007
26688,Sorority Row,8.780512,9/9/2009
119283,Parker,28.670477,23/1/2013
497,The Green Mile,103.698022,10/12/1999
160588,Blue Jasmine,34.694216,25/7/2013
39053,Cyrus,15.212569,18/6/2010
285783,The Walk,37.335721,30/9/2015
24264,Sheena,4.020194,17/8/1984
103328,Holy Motors,9.140936,2/7/2012
51588,Prom,11.837067,29/4/2011
16995,State of Play,21.685719,17/4/2009
33106,Silver Medalist,0.406645,20/1/2009
786,Almost Famous,21.547446,15/9/2000
21972,Like Mike,5.73667,3/7/2002
24126,Warlock: The Armageddon,3.107149,1/5/1993
8291,Poetic Justice,3.650857,23/7/1993
6623,The Peacemaker,15.931084,26/9/1997
9327,The Nutty Professor,20.28119,26/6/1996
11667,Street Fighter,19.286099,22/12/1994
9896,Rat Race,18.60049,30/7/2001
181330,Kevin Hart: Let Me Explain,9.799357,3/7/2013
76163,The Expendables 2,53.732892,8/8/2012
82695,Les Misérables,48.356214,18/12/2012
14195,Cecil B. Demented,4.176066,17/5/2000
628,Interview with the Vampire,50.163785,11/11/1994
40264,Vampires Suck,17.165039,18/8/2010
17170,"Bright Lights, Big City",2.753501,1/4/1988
118340,Guardians of the Galaxy,481.098624,30/7/2014
99861,Avengers: Age of Ultron,134.279229,22/4/2015
609,Poltergeist,36.230204,4/6/1982
11544,Lilo & Stitch,55.659988,21/6/2002
133698,Fly Me to the Moon,11.60921,29/10/2012
79587,Four Single Fathers,0.008263,15/1/2009
387,Das Boot,26.967494,16/9/1981
161,Ocean's Eleven,60.929352,7/12/2001
312221,Creed,57.773583,25/11/2015
4922,The Curious Case of Benjamin Button,60.269279,24/11/2008
11371,The Score,22.572323,13/7/2001
4348,Pride & Prejudice,36.58383,16/9/2005
16232,Mr. 3000,2.850896,15/6/2004
1947,An Unfinished Life,6.353971,9/9/2005
12838,One to Another,4.665026,21/7/2006
10715,Looney Tunes: Back in Action,16.715631,14/11/2003
14022,Slacker,3.320622,27/7/1990
157422,The Wicked Within,1.906151,16/10/2015
301748,The Opposite Sex,2.964785,8/11/2014
43931,My Soul to Take,7.001176,8/10/2010
10610,The Medallion,14.653718,15/8/2003
29262,The House of Sand,0.389471,13/5/2005
343795,90 Minutes in Heaven,3.943706,11/9/2015
9441,Stepmom,16.368283,25/12/1998
10425,The Death and Life of Bobby Z,12.893219,23/7/2007
15028,Clockstoppers,5.894163,17/3/2002
9728,Friday the 13th Part III,14.206525,13/8/1982
380097,America Is Still the Place,0,
679,Aliens,67.66094,18/7/1986
11831,Amistad,3.698276,3/12/1997
12920,Dreamer: Inspired By a True Story,6.048743,10/9/2005
87428,That's My Boy,21.723897,14/6/2012
271718,Trainwreck,72.774941,17/7/2015
10683,Happiness,10.757539,16/10/1998
703,Annie Hall,35.892034,19/4/1977
10024,My Sister's Keeper,24.09152,26/6/2009
286565,Paper Towns,64.610671,18/6/2015
395766,The Secret,0.042346,29/4/2016
234212,Demonic,12.564554,12/2/2015
9826,The Phantom,9.025236,6/6/1996
1904,Memoirs of a Geisha,16.595874,6/12/2005
32856,Valentine's Day,25.41929,10/2/2010
170,28 Days Later,45.490374,31/10/2002
13067,In the Land of Women,12.792446,16/4/2007
9600,Big Momma's House,24.389194,31/5/2000
10707,The Squid and the Whale,13.788054,5/10/2005
173,"20,000 Leagues Under the Sea",9.358197,23/12/1954
87101,Terminator Genisys,202.042635,23/6/2015
1997,Two Brothers,8.884318,7/4/2004
1574,Chicago,32.217425,26/12/2002
342502,AWOL-72,1.141463,7/8/2015
14278,Murderball,1.085909,22/7/2005
8584,Shanghai Noon,25.400935,26/5/2000
58492,The Greatest Movie Ever Sold,0.692497,22/4/2011
198062,Coffee Town,2.253589,9/7/2013
9654,The Italian Job,62.766854,30/5/2003
22649,A Farewell to Arms,1.199451,8/12/1932
8435,A Cock and Bull Story,3.500741,17/7/2005
19204,The Beyond,8.022122,22/4/1981
260346,Taken 3,88.844777,16/12/2014
11665,Get Smart,23.496054,19/6/2008
9582,A Guy Thing,5.596835,17/1/2003
272724,Doc Holliday's Revenge,0.4594,1/6/2014
6477,Alvin and the Chipmunks,47.336034,13/12/2007
1893,Star Wars: Episode I - The Phantom Menace,54.035265,19/5/1999
47546,I Want Your Money,0.084344,6/7/2010
12704,Ishtar,2.410546,15/5/1987
9464,Buffalo '66,10.009994,20/1/1998
7443,Chicken Run,31.789029,21/6/2000
54702,Malevolence,1.077321,10/9/2004
9645,Ghost Ship,27.724913,25/10/2002
168,Star Trek IV: The Voyage Home,22.258428,25/11/1986
9378,Thir13en Ghosts,20.392858,26/10/2001
11322,Public Enemies,33.691694,1/7/2009
25968,Veronika Decides to Die,4.799022,16/5/2009
125052,Hurricane Streets,0.36447,21/1/1997
26390,Brooklyn's Finest,18.790102,16/1/2009
12454,All or Nothing,2.872281,17/5/2002
13920,Radio,9.254647,24/10/2003
10461,Get Carter,4.494788,6/10/2000
9574,Flubber,11.50396,26/11/1997
11013,Secretary,19.107285,11/1/2002
314365,Spotlight,41.503588,6/11/2015
10647,Pay It Forward,24.313684,12/10/2000
9389,Renaissance,9.244181,16/3/2006
10708,Daddy Day Care,18.106021,3/5/2003
11631,Mamma Mia!,30.780599,3/7/2008
31932,City of Ghosts,2.64486,1/1/2002
5528,The Chorus,20.982455,17/3/2004
15237,De-Lovely,3.138118,2/7/2004
12212,Urban Legends: Final Cut,8.885017,19/9/2000
260778,Vaalu,0.320387,14/8/2015
15239,The Toxic Avenger,6.672008,1/5/1984
6877,Failure to Launch,18.806031,10/3/2006
96724,Anna Karenina,26.38704,6/9/2012
13922,The Great Raid,8.923215,12/8/2005
157350,Divergent,80.316463,14/3/2014
40794,Loose Cannons,7.720692,12/2/2010
14844,Chasing Liberty,3.362045,9/1/2004
44943,Battle: Los Angeles,49.199234,8/3/2011
332,Inspector Gadget,17.561955,23/7/1999
10393,The Replacements,14.837288,7/8/2000
848,Dragonslayer,3.258422,26/6/1981
14462,The Manchurian Candidate,21.394281,30/7/2004
9392,The Descent,23.413188,8/7/2005
13518,Fuel,0.197469,14/11/2008
1901,In Good Company,15.376391,29/12/2004
9021,The Santa Clause 2,14.646884,31/10/2002
578,Jaws,50.152327,18/6/1975
15158,Phantasm II,5.003615,8/7/1988
13576,This Is It,15.798622,28/10/2009
228326,The Book of Life,34.890999,1/10/2014
109424,Captain Phillips,52.786917,10/10/2013
9517,Bully,6.677093,15/6/2001
2577,Code 46,8.859657,2/9/2003
4638,Hot Fuzz,38.623178,14/2/2007
84401,Sholem Aleichem: Laughing In The Darkness,0.109579,24/2/2012
11208,Wicker Park,9.301562,3/9/2004
15489,Snow Day,7.964289,11/2/2000
12620,The House Bunny,25.838073,22/8/2008
1250,Ghost Rider,46.834704,16/2/2007
186,Lucky Number Slevin,36.921445,24/2/2006
218,The Terminator,74.234793,26/10/1984
14317,The Wild Thornberrys Movie,5.784661,20/12/2002
325173,Close Range,5.485217,11/12/2015
75612,Oblivion,67.698004,10/4/2013
173224,Along the Roadside,0.166655,28/2/2013
12279,Spy Kids 3-D: Game Over,21.998734,25/7/2003
48138,Unknown,38.643914,16/2/2011
1729,The Forbidden Kingdom,17.097041,18/4/2008
25462,Two Can Play That Game,2.27213,7/9/2001
10628,Kangaroo Jack,10.292864,17/1/2003
1271,300,65.197968,9/12/2006
10876,Quills,7.261196,22/11/2000
2112,Payback,17.457947,5/2/1999
34806,The Back-Up Plan,18.38292,23/4/2010
299687,The 5th Wave,57.889964,14/1/2016
1788,Footloose,25.03414,17/2/1984
4513,30 Days of Night,33.394082,17/10/2007
1710,Copycat,14.211699,27/10/1995
351819,Fifty Shades of Black,14.947588,28/1/2016
2453,Harley Davidson and the Marlboro Man,12.869436,23/8/1991
31306,Crazy in Alabama,5.770246,22/10/1999
11889,Iris,2.714043,14/12/2001
18550,Fled,2.77255,19/7/1996
21301,Barbershop 2:  Back in Business,6.501815,20/1/2004
20055,The Betrayed,1.348114,27/9/2008
130150,Labor Day,17.683563,27/12/2013
15059,The Loss of Sexual Innocence,2.866934,29/4/1999
13523,Sex Drive,17.952817,16/10/2008
10131,A Nightmare on Elm Street 4: The Dream Master,17.113408,19/8/1988
1213,The Talented Mr. Ripley,31.385257,25/12/1999
16096,House Party 2,3.673566,23/10/1991
9425,Soldier,11.873856,23/10/1998
84197,Filly Brown,0.106949,19/4/2013
22600,Gangster's Paradise: Jerusalema,1.717376,11/2/2008
9986,Charlotte's Web,14.132583,15/12/2006
21309,River's Edge,6.463806,27/8/1986
9637,Scooby-Doo,31.435539,14/6/2002
3600,I Still Know What You Did Last Summer,20.793026,13/11/1998
9504,Glengarry Glen Ross,13.939054,15/9/1992
11359,The Indian in the Cupboard,11.095914,14/7/1995
137094,Jack Ryan: Shadow Recruit,42.538258,15/1/2014
409,The English Patient,29.381878,14/11/1996
10090,Reno 911!: Miami,4.207456,23/2/2007
80278,The Impossible,47.559928,9/9/2012
11283,Nanny McPhee,24.356483,21/10/2005
107846,Escape Plan,44.478043,9/10/2013
888,The Flintstones,28.964162,26/5/1994
10199,The Tale of Despereaux,16.493576,19/12/2008
50620,The Twilight Saga: Breaking Dawn - Part 2,99.687084,13/11/2012
12150,Sea of Love,11.47316,15/9/1989
25636,Jesus' Son,5.581743,5/9/1999
34101,Hollywood Shuffle,2.353483,20/3/1987
220490,Her Cry: La Llorona Investigation,0.056459,19/4/2013
9782,The Night Listener,7.173059,12/2/2006
2779,The Curse of the Jade Scorpion,9.317265,5/8/2001
16241,The Boys from Brazil,5.315213,5/10/1978
71866,Tanner Hall,2.015525,14/9/2009
83,Open Water,15.611857,6/8/2004
55567,Standing Ovation,0.305922,16/7/2010
19904,The Stepfather,7.924428,16/10/2009
253626,Good Kill,10.924273,9/4/2015
53502,The Dead Undead,0.249457,13/5/2010
61791,Rise of the Planet of the Apes,138.433168,3/8/2011
11109,Vera Drake,4.131918,22/10/2004
2309,Inkheart,27.018886,11/12/2008
2395,Asterix at the Olympic Games,20.344364,13/1/2008
1573,Die Hard 2,57.69847,2/7/1990
312791,GirlHouse,8.039223,16/10/2014
13408,The Wash,2.453459,16/11/2001
177572,Big Hero 6,203.73459,24/10/2014
157547,Oculus,35.871248,8/9/2013
8953,Steamboy,9.129808,17/7/2004
4959,The International,13.391833,3/2/2009
3132,Bad Company,14.086292,7/6/2002
184346,Deliver Us from Evil,29.359201,1/7/2014
9289,The Longest Day,19.524972,25/9/1962
3093,Basic Instinct 2,13.483387,29/3/2006
205220,Philomena,29.019504,1/11/2013
47088,The Extra Man,2.26778,1/8/2010
224569,Taxman,0.964802,16/9/1999
9552,The Exorcist,47.584643,26/12/1973
380733,Fight to the Finish,0.251828,2/2/2016
232672,Blended,44.120328,21/5/2014
4011,Beetlejuice,58.553213,29/2/1988
15648,The Perfect Man,11.158906,17/6/2005
10136,The Golden Child,15.26213,12/12/1986
16222,Whatever It Takes,8.074807,31/3/2000
9836,Happy Feet,37.272385,16/11/2006
2155,Reindeer Games,11.470135,25/2/2000
207,Dead Poets Society,55.458584,2/6/1989
14608,Partition,2.131524,2/2/2007
261023,Black Mass,46.049902,4/9/2015
863,Toy Story 2,73.575118,30/10/1999
4012,The Believer,9.856826,19/1/2001
13973,Choke,11.637458,26/9/2008
11456,Domestic Disturbance,8.41856,30/10/2001
18869,Jimmy and Judy,1.255771,1/1/2006
17113,The Ballad of Jack and Rose,3.618646,25/3/2005
20009,Slackers,9.371811,1/2/2002
11362,The Count of Monte Cristo,26.595983,23/1/2002
357837,Dancin' It's On,0.186234,16/10/2015
16564,Winter in Wartime,5.013575,17/11/2008
243940,The Lazarus Effect,20.304235,29/1/2015
45649,Rubber,9.108949,9/7/2010
3587,Bogus,3.379454,6/9/1996
14474,The Oh in Ohio,6.759235,30/3/2006
9398,Zoolander,38.0958,28/9/2001
328307,Rise of the Entrepreneur: The Search for a Better Way,0.052942,20/11/2014
9923,Domino,18.394571,22/9/2005
11458,People I Know,6.377308,21/11/2002
21610,Nighthawks,7.058868,17/3/1981
17345,Flywheel,1.048524,1/1/2003
54054,One for the Money,19.438503,26/1/2012
76025,Shame,40.688426,2/10/2011
8011,Highlander: The Final Dimension,7.964451,29/11/1994
1817,Phone Booth,38.018085,9/9/2002
9869,Patriot Games,19.637704,4/6/1992
15189,Hotel for Dogs,13.25753,16/1/2009
323676,The Boss,20.55509,7/4/2016
6639,Love in the Time of Cholera,5.361699,4/10/2007
470,21 Grams,32.243357,6/9/2003
9279,Jingle All the Way,22.501041,15/11/1996
44945,Trust,21.230737,10/9/2010
226458,Backmask,3.619167,16/1/2015
10137,Stuart Little,30.475297,17/12/1999
13688,CJ7,12.373248,30/1/2008
8681,Taken,80.879032,18/2/2008
74777,Absentia,6.328665,3/3/2011
254470,Pitch Perfect 2,71.496894,7/5/2015
10053,When a Stranger Calls,4.688212,3/2/2006
767,Harry Potter and the Half-Blood Prince,98.885637,7/7/2009
14014,The Hammer,0.957022,1/4/2007
253306,Housebound,10.322858,4/9/2014
10625,Mean Girls,36.423717,30/4/2004
147773,The Way Way Back,32.14444,6/6/2013
55604,Boom Town,1.867004,30/8/1940
27191,The Greatest Show on Earth,8.988455,10/1/1952
622,The Ninth Gate,30.359164,24/8/1999
120,The Lord of the Rings: The Fellowship of the Ring,138.049577,18/12/2001
14164,Dragonball Evolution,21.677732,1/4/2009
39180,See Spot Run,6.579017,2/3/2001
110402,Hard to Be a God,3.120016,27/2/2013
811,Silent Running,11.095414,9/3/1972
9096,Medicine Man,7.021871,7/2/1992
8427,I Spy,13.267631,31/10/2002
370464,The Masked Saint,0.909067,8/1/2016
2830,My Boss's Daughter,14.813614,21/8/2003
2359,Sicko,14.098952,18/5/2007
10685,The Watcher,7.339908,8/9/2000
25,Jarhead,32.227223,4/11/2005
14295,You Can Count on Me,7.142448,17/11/2000
11968,Into the Blue,14.723467,30/9/2005
121826,Quartet,7.722021,8/9/2012
9587,Little Women,16.418639,21/12/1994
81390,A Lonely Place to Die,8.30723,9/4/2011
1124,The Prestige,74.440708,19/10/2006
216282,Into the Storm,20.566554,6/8/2014
30497,The Texas Chain Saw Massacre,29.262427,1/10/1974
15699,Opal Dream,1.458884,22/11/2006
15927,A Passage to India,9.548391,14/12/1984
69848,One Man's Hero,0.910529,2/8/1999
82505,House at the End of the Street,25.613197,21/9/2012
149,Akira,39.338097,16/7/1988
881,A Few Good Men,40.379966,11/12/1992
957,Spaceballs,39.890798,24/6/1987
145220,Muppets Most Wanted,14.808304,20/3/2014
59860,Monte Carlo,17.237143,1/7/2011
242575,"Guten Tag, Ramón",1.771584,18/10/2013
17622,Fifty Dead Men Walking,4.481897,10/9/2008
9366,Donnie Brasco,40.370442,27/2/1997
182291,On The Downlow,0.029757,11/4/2004
29920,Easy Money,7.217328,15/1/2010
248402,A Fine Step,0.65434,16/4/2014
8982,The Protector,11.81832,11/8/2005
307081,Southpaw,65.364452,15/6/2015
11692,The Adventures of Pluto Nash,12.092241,15/8/2002
1599,I Heart Huckabees,14.925633,10/9/2004
10923,Agent Cody Banks,11.859396,14/3/2003
227735,Dolphin Tale 2,6.967857,12/9/2014
49520,The Change-Up,32.015477,5/8/2011
13072,Brooklyn Rules,4.090382,30/4/2007
10139,Milk,30.909699,26/11/2008
272726,Dude Where's My Dog?,0.28397,12/6/2014
12612,Freeze Frame,4.922397,1/5/2004
22345,Baby Geniuses,4.580081,12/3/1999
13538,Straightheads,8.302951,27/4/2007
362105,R.L. Stine's Monsterville: The Cabinet of Souls,3.898737,29/9/2015
51497,Fast Five,7.255718,20/4/2011
13,Forrest Gump,138.133331,6/7/1994
114635,The Helpers,1.390659,27/10/2012
6557,27 Dresses,30.695228,10/1/2008
642,Butch Cassidy and the Sundance Kid,24.499996,23/9/1969
2085,Romeo Must Die,19.750059,20/3/2000
49047,Gravity,110.153618,27/9/2013
4105,Black Rain,11.19602,22/9/1989
9341,The Core,29.211255,28/3/2003
73935,Vamps,7.251897,25/8/2012
31117,Superbabies: Baby Geniuses 2,5.886228,27/8/2004
582,The Lives of Others,34.938177,15/3/2006
10191,How to Train Your Dragon,67.263269,5/3/2010
22798,Whip It,20.05902,13/9/2009
9799,The Fast and the Furious,6.909942,22/6/2001
1164,Babel,25.785925,8/9/2006
9683,Bubble Boy,10.131123,24/8/2001
1894,Star Wars: Episode II - Attack of the Clones,43.987061,15/5/2002
62204,Quest for Fire,6.537986,15/12/1981
10623,Cradle 2 the Grave,12.837116,28/2/2003
37903,The White Ribbon,17.94739,21/5/2009
1927,Hulk,34.981698,19/6/2003
47327,Drive Angry,30.387148,24/2/2011
9428,The Royal Tenenbaums,24.13081,5/10/2001
66125,Red Dog,5.499412,4/8/2011
88641,There Goes My Baby,0.037073,2/9/1994
47890,Sphinx,0.310513,11/2/1981
65,8 Mile,32.798571,8/11/2002
17287,Poultrygeist: Night of the Chicken Dead,3.905877,26/12/2006
228194,The Hundred-Foot Journey,27.898438,6/8/2014
232679,When the Game Stands Tall,7.297757,22/8/2014
4523,Enchanted,29.21998,20/11/2007
9416,Money Talks,7.615653,22/8/1997
15624,Conversations with Other Women,4.442355,7/6/2006
19556,Miss March,9.371534,13/3/2009
9697,Lady in the Water,20.219385,21/7/2006
36668,X-Men: The Last Stand,3.857526,24/5/2006
24621,Chasing Papi,1.118511,16/4/2003
16727,The Namesake,3.604863,2/9/2006
55616,Dracula: Pages from a Virgin's Diary,0.552361,28/2/2002
14299,Cadillac Records,13.427427,5/12/2008
10894,May,8.650779,13/1/2002
24973,The Egyptian,4.079111,25/8/1954
10724,Firefox,8.700565,13/6/1982
25312,Yes,3.677831,5/8/2005
38448,Ondine,5.841285,14/9/2009
6020,Sorority Boys,3.444542,22/3/2002
50456,Hanna,31.191975,7/4/2011
795,City of Angels,21.272734,10/4/1998
118,Charlie and the Chocolate Factory,53.905592,13/7/2005
12106,The Quick and the Dead,16.473355,9/2/1995
11690,Bloodsport,17.49699,26/2/1988
11676,Nothing to Lose,8.618208,18/7/1997
274,The Silence of the Lambs,18.174804,1/2/1991
23048,Hot Tub Time Machine,33.926473,26/3/2010
2157,Lost in Space,17.455024,3/4/1998
362765,The Sound and the Shadow,0.072359,19/10/2014
11176,The Muppet Movie,10.639916,31/5/1979
193603,Hayride,0.412342,13/10/2012
10998,Fatal Attraction,16.742972,11/9/1987
2044,The Lake House,29.88736,16/6/2006
1544,Imagine Me & You,9.100352,1/2/2005
9664,Flyboys,13.155999,22/9/2006
1989,My Blueberry Nights,10.733761,16/5/2007
44009,Another Year,7.235794,5/11/2010
593,Solaris,24.132271,20/3/1972
9443,Chariots of Fire,10.439971,15/5/1981
2011,Persepolis,24.281951,23/5/2007
2001,We Own the Night,14.518708,25/5/2007
37724,Skyfall,93.004993,25/10/2012
152,Star Trek: The Motion Picture,24.616634,6/12/1979
26673,Frat Party,0.783842,1/1/2009
31174,Richard III,5.107235,29/12/1995
95755,Small Apartments,5.100741,10/3/2012
201088,Blackhat,46.832372,13/1/2015
5900,The Dress,0.144031,21/3/1996
2771,American Splendor,7.792851,15/8/2003
85860,The FP,0.838957,13/3/2011
13778,Dickie Roberts: Former Child Star,10.149569,5/9/2003
119458,Supercapitalist,0.174311,10/8/2012
14395,Kabhi Alvida Naa Kehna,3.246903,11/8/2006
20764,Sleep Dealer,4.624691,10/12/2008
944,Lethal Weapon 4,24.855701,10/7/1998
615,The Passion of the Christ,38.171417,25/2/2004
300168,Dragon Blade,9.568884,19/2/2015
433,Mary Poppins,59.961523,27/8/1964
5876,The Mist,37.104353,21/11/2007
6947,The Village,27.491891,30/7/2004
17187,The Emperor's Club,6.796079,22/11/2002
27029,The Nun's Story,3.281509,18/6/1959
644,A.I. Artificial Intelligence,34.035114,29/6/2001
10471,Next Friday,9.337388,12/1/2000
43610,The Valley of Decision,0.1813,1/6/1945
101179,Truth or Dare,6.679954,5/8/2012
44718,Get Low,6.557643,22/1/2010
13508,Who Killed the Electric Car?,5.323184,4/8/2006
20862,Smoke Signals,2.304552,16/1/1998
9488,Spy Kids 2: The Island of Lost Dreams,24.085144,7/8/2002
3683,Flags of Our Fathers,23.9366,18/10/2006
55306,Ulee's Gold,0.93392,13/6/1997
227719,Project Almanac,32.940597,30/1/2015
818,Austin Powers in Goldmember,40.137264,26/7/2002
29731,And Then Came Love,0.280829,1/1/2007
58882,Snow Flower and the Secret Fan,2.260315,15/7/2011
302,Swimming Pool,11.000654,18/5/2003
16155,Safe Men,1.190729,17/8/1998
10743,Confidence,9.87419,25/4/2003
8337,They Live,29.852608,23/11/1988
61337,Critical Care,2.678715,31/10/1997
2059,National Treasure,58.849256,19/11/2004
356841,Checkmate,1.105357,3/7/2015
16005,The Lucky Ones,8.747922,26/9/2008
13051,Max Payne,25.903237,15/10/2008
31915,Prophecy,8.61659,1/1/1979
9988,Beerfest,14.304444,25/8/2006
83588,Middle of Nowhere,2.836537,12/10/2012
670,Oldboy,56.76349,1/1/2003
39514,RED,41.430245,13/10/2010
550,Fight Club,146.757391,15/10/1999
8913,Pet Sematary,20.747994,21/4/1989
12184,The Other Boleyn Girl,22.939557,28/2/2008
86304,All Superheroes Must Die,3.545991,26/10/2011
57214,Project X,49.070321,1/3/2012
14351,Crossover,3.201886,1/9/2006
32823,Get Him to the Greek,17.869443,4/6/2010
33468,The Brain That Wouldn't Die,2.407048,25/2/1962
243938,Hot Tub Time Machine 2,16.618874,20/2/2015
3050,Doctor Dolittle,21.462935,22/6/1998
89750,"Pink Ribbons, Inc.",0.097913,11/9/2011
12610,Osmosis Jones,10.54544,7/8/2001
9623,The Juror,3.937352,2/2/1996
9495,The Crow,44.690107,11/5/1994
26022,My Name Is Khan,14.719886,12/2/2010
840,Close Encounters of the Third Kind,52.456505,16/11/1977
11001,Blue Streak,16.865782,17/9/1999
71676,Ghost Rider: Spirit of Vengeance,48.622278,10/12/2011
10336,Spawn,19.833664,31/7/1997
61891,Anonymous,16.698316,21/10/2011
158011,The Call,34.532418,14/3/2013
235,Stand by Me,51.109279,22/8/1986
8141,You Kill Me,6.091951,9/2/2007
227348,Paranormal Activity: The Marked Ones,19.984477,1/1/2014
431,Cube,44.656151,9/9/1997
347755,Wind Walkers,0.446858,28/1/2016
50497,When the Lights Went Out,2.805351,31/1/2012
8273,American Wedding,36.194802,1/8/2003
35,The Simpsons Movie,46.875375,25/7/2007
10400,The Hurricane,20.825781,17/9/1999
334,Magnolia,30.993736,8/12/1999
7548,The Libertine,7.588597,16/9/2004
17768,A Funny Thing Happened on the Way to the Forum,8.902102,16/10/1966
74465,We Bought a Zoo,38.629763,22/12/2011
9440,Primary Colors,9.110247,20/3/1998
36696,Space Dogs,5.753564,18/3/2010
138697,Don Jon,33.296684,26/7/2013
51995,Salvation Boulevard,3.653305,15/7/2011
9992,Arthur and the Invisibles,27.097932,13/12/2006
27586,The Runaways,17.611971,19/3/2010
49517,Tinker Tailor Soldier Spy,33.649652,16/9/2011
16508,Doug's 1st Movie,1.88484,26/3/1999
241254,The Prince,21.638673,22/8/2014
11932,Bride of Chucky,14.340095,16/10/1998
39845,Love Ranch,5.000126,30/6/2010
73532,Le Havre,10.787322,17/5/2011
11015,The Relic,12.621769,10/1/1997
18701,Being Julia,1.946634,3/9/2004
754,Face/Off,46.075037,27/6/1997
138832,We're the Millers,100.348805,7/8/2013
43867,The Prisoner of Zenda,4.021389,3/9/1937
10060,Get Rich or Die Tryin',12.885985,9/11/2005
807,Se7en,79.579532,22/9/1995
8840,DragonHeart,31.791979,31/5/1996
257211,The Intern,53.114573,24/9/2015
10016,Ghosts of Mars,13.145205,24/8/2001
9662,The Triplets of Belleville,13.944645,11/6/2003
29715,Major Dundee,3.490215,7/4/1965
50014,The Help,42.191509,9/8/2011
38717,Madison,0.212108,23/1/2001
5759,Baghead,3.299345,21/1/2008
