,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
475,53,6.34E-01,0.608,1.68E+05,0.178,3.52E-01,0.166,-17.109,0.026,84.78,0.401,Rock
476,60,3.40E-02,0.521,2.16E+05,0.933,2.07E-05,0.33,-4.874,0.179,169.842,0.607,Rock
477,59,2.14E-01,0.599,2.40E+05,0.869,1.29E-01,0.108,-4.874,0.028,90.088,0.637,Rock
478,65,3.18E-03,0.559,1.91E+05,0.931,1.24E-05,0.062,-5.863,0.072,90.911,0.644,Rock
479,38,9.92E-01,0.379,2.40E+05,0.279,9.07E-01,0.107,-12.694,0.034,89.918,0.293,Jazz
480,53,1.44E-01,0.726,2.27E+05,0.616,0.00E+00,0.316,-6.677,0.364,82.548,0.607,Hip-Hop
481,30,9.73E-01,0.43,5.34E+05,0.083,6.09E-01,0.214,-22.039,0.047,125.093,0.459,Classical
482,57,2.54E-03,0.306,2.33E+05,0.985,6.26E-01,0.13,-6.687,0.082,133.963,0.255,Rock
483,64,5.17E-01,0.82,-1.00E+00,0.596,1.59E-03,0.358,-7.539,0.246,94.968,0.54,Hip-Hop
484,32,7.65E-01,0.696,-1.00E+00,0.617,6.51E-01,0.112,-7.973,0.03,131.924,0.47,Jazz
485,67,1.40E-03,0.476,2.02E+05,0.979,7.29E-03,0.094,-3.506,0.132,140.404,0.416,Rock
486,55,3.12E-02,0.473,3.12E+05,0.691,4.04E-03,0.147,-7.984,0.025,82.118,0.421,Alternative
487,68,4.61E-01,0.573,1.43E+05,0.683,0.00E+00,0.093,-6.644,0.176,169.519,0.817,Rock
488,51,2.00E-01,0.427,2.41E+05,0.883,0.00E+00,0.105,-1.936,0.102,159.91,0.724,Country
489,54,2.32E-01,0.499,3.36E+05,0.816,0.00E+00,0.105,-3.913,0.036,82.017,0.275,Alternative
490,46,8.23E-01,0.505,1.65E+05,0.17,2.87E-05,0.062,-12.848,0.033,120.406,0.305,Blues
491,19,2.42E-03,0.396,2.82E+05,0.986,2.14E-05,0.338,-4.843,0.23,169.976,0.143,Anime
492,54,2.06E-01,0.501,2.47E+05,0.903,0.00E+00,0.155,-4.327,0.12,131.957,0.432,Hip-Hop
493,71,7.71E-02,0.712,2.88E+05,0.967,0.00E+00,0.356,-5.206,0.047,145.024,0.895,Rock
494,35,9.95E-01,0.387,3.64E+05,0.035,8.93E-01,0.073,-32.142,0.048,96.86,0.15,Classical
495,32,9.87E-01,0.155,3.05E+05,0.058,8.90E-01,0.095,-26.549,0.045,92.442,0.073,Classical
496,0,9.86E-01,0.343,2.59E+05,0.015,9.08E-01,0.181,-30.433,0.045,169.22,0.102,Classical
497,41,2.41E-03,0.534,1.97E+05,0.931,8.52E-01,0.356,-3.817,0.071,140.031,0.328,Electronic
498,54,2.74E-01,0.846,1.64E+05,0.752,0.00E+00,0.11,-4.942,0.449,140.018,0.575,Hip-Hop
499,62,8.19E-02,0.421,3.00E+05,0.963,0.00E+00,0.5,-2.16,0.415,120.406,0.494,Rap
500,55,2.76E-02,0.684,2.39E+05,0.837,2.98E-05,0.063,-5.46,0.031,115.94,0.565,Rock
501,62,7.27E-01,0.73,1.63E+05,0.504,0.00E+00,0.143,-11.686,0.048,126.282,0.883,Rock
502,57,9.93E-02,0.439,2.58E+05,0.591,2.25E-03,0.072,-6.407,0.042,125.893,0.397,Rock
503,52,2.78E-01,0.542,2.86E+05,0.924,4.37E-04,0.083,-2.428,0.083,82.666,0.686,Rock
504,21,2.66E-04,0.502,-1.00E+00,0.949,3.72E-05,0.336,-4.046,0.051,150.003,0.459,Anime
505,55,1.38E-04,0.547,2.44E+05,0.966,6.59E-04,0.312,-3.839,0.045,114.053,0.532,Rock
506,59,1.04E-01,0.595,2.34E+05,0.792,3.29E-06,0.171,-5.426,0.03,119.531,0.611,Rock
507,27,1.10E-03,0.327,3.08E+05,0.972,3.48E-03,0.082,-3.489,0.469,120.406,0.103,Anime
508,46,2.17E-02,0.57,2.33E+05,0.6,0.00E+00,0.096,-11.618,0.039,143.861,0.611,Country
509,64,9.14E-01,0.567,1.58E+05,0.159,0.00E+00,0.111,-13.648,0.033,146.913,0.436,Blues
510,53,1.77E-01,0.655,3.05E+05,0.429,0.00E+00,0.064,-12.824,0.029,118.732,0.528,Country
511,66,1.29E-01,0.64,1.95E+05,0.83,0.00E+00,0.29,-5.43,0.065,95.004,0.62,Rock
512,59,3.10E-01,0.476,2.83E+05,0.331,2.82E-06,0.172,-14.884,0.03,130.574,0.24,Rock
513,48,8.06E-03,0.52,2.59E+05,0.963,1.51E-04,0.175,-2.662,0.05,155.934,0.567,Anime
514,58,8.38E-01,0.665,-1.00E+00,0.253,0.00E+00,0.168,-7.326,0.051,142.252,0.477,Rock
515,52,5.83E-05,0.387,2.27E+05,0.886,2.75E-01,0.219,-6.981,0.062,176.426,0.757,Rock
516,23,4.98E-02,0.708,2.85E+05,0.447,1.41E-05,0.273,-10.714,0.052,102.035,0.626,Electronic
517,34,4.77E-03,0.758,2.31E+05,0.479,8.72E-01,0.107,-6.791,0.087,92.003,0.652,Jazz
518,43,6.10E-01,0.568,-1.00E+00,0.225,5.77E-02,0.06,-16.413,0.05,120.406,0.592,Jazz
519,30,6.18E-02,0.389,1.60E+05,0.829,1.25E-03,0.168,-5.58,0.15,122.051,0.435,Blues
520,68,4.06E-04,0.487,1.61E+05,0.888,1.04E-03,0.405,-4.736,0.089,137.939,0.563,Rock
521,57,5.54E-01,0.371,1.48E+05,0.724,0.00E+00,0.299,-9.792,0.056,170.377,0.916,Rock
522,62,4.48E-01,0.504,-1.00E+00,0.501,0.00E+00,0.19,-11.899,0.038,94.961,0.731,Rock
523,40,5.57E-01,0.531,2.40E+05,0.438,1.33E-04,0.104,-7.955,0.026,70.996,0.231,Country
524,73,1.70E-01,0.837,-1.00E+00,0.549,0.00E+00,0.057,-5.722,0.167,121.954,0.209,Rap
525,15,4.64E-01,0.062,1.78E+05,0.218,9.41E-01,0.125,-12.529,0.042,62.838,0.03,Anime
526,37,4.68E-02,0.513,2.30E+05,0.701,4.83E-06,0.349,-5.592,0.028,144.944,0.302,Country
527,61,4.84E-04,0.348,1.88E+05,0.893,6.36E-05,0.281,-4.589,0.066,148.043,0.392,Rock
528,70,2.79E-01,0.516,2.88E+05,0.738,0.00E+00,0.621,-7.21,0.415,175.432,0.595,Rap
529,61,3.14E-01,0.687,2.04E+05,0.648,1.37E-06,0.289,-9.137,0.027,121.341,0.6,Rock
530,57,9.79E-01,0.405,2.45E+05,0.152,9.07E-05,0.104,-13.901,0.04,61.34,0.383,Rock
531,50,8.75E-01,0.653,5.24E+05,0.368,3.05E-03,0.097,-11.567,0.044,117.161,0.249,Jazz
532,56,9.20E-01,0.551,2.61E+05,0.289,1.10E-04,0.124,-9.83,0.027,108.098,0.432,Rock
533,59,8.87E-02,0.691,2.72E+05,0.74,0.00E+00,0.149,-5.884,0.298,78.025,0.41,Rap
534,77,3.81E-01,0.66,-1.00E+00,0.383,0.00E+00,0.119,-9.377,0.03,83.096,0.381,Rock
535,42,4.46E-02,0.47,2.42E+05,0.552,3.28E-02,0.641,-6.885,0.027,106.92,0.206,Alternative
536,56,1.16E-02,0.507,-1.00E+00,0.666,3.43E-01,0.129,-8.362,0.029,77.979,0.185,Rock
537,32,9.04E-01,0.393,3.87E+05,0.129,5.87E-01,0.1,-23.347,0.039,120.123,0.645,Classical
538,60,2.12E-01,0.661,2.07E+05,0.743,2.04E-06,0.098,-7.76,0.033,106.045,0.897,Rock
539,51,2.87E-03,0.676,2.87E+05,0.687,4.46E-04,0.274,-7.792,0.023,100.06,0.403,Rock
540,58,2.67E-01,0.406,3.20E+05,0.351,8.93E-04,0.097,-7.871,0.031,118.633,0.246,Rock
541,61,4.98E-01,0.523,2.42E+05,0.366,0.00E+00,0.094,-14.069,0.033,142.814,0.291,Rock
542,71,8.76E-03,0.533,1.71E+05,0.905,5.78E-01,0.07,-5.27,0.075,108.9,0.486,Rock
543,66,1.87E-03,0.552,3.00E+05,0.645,1.38E-06,0.042,-6.595,0.027,89.518,0.588,Rock
544,57,8.79E-03,0.433,2.63E+05,0.815,0.00E+00,0.138,-3.658,0.077,125.358,0.461,Rock
545,54,9.45E-01,0.488,3.52E+05,0.326,1.57E-02,0.119,-12.02,0.033,106.063,0.323,Rock
546,32,7.83E-01,0.358,2.08E+05,0.549,2.86E-02,0.093,-8.012,0.077,148.118,0.085,Electronic
547,34,2.11E-01,0.599,2.11E+05,0.79,6.74E-06,0.326,-7.155,0.029,91.029,0.718,Country
548,36,9.00E-01,0.678,1.43E+05,0.327,1.58E-01,0.111,-9.072,0.029,113.803,0.557,Anime
549,57,1.42E-01,0.405,3.38E+05,0.756,4.03E-05,0.638,-6.361,0.031,120.406,0.606,Rock
550,65,7.19E-04,0.506,-1.00E+00,0.932,5.94E-02,0.174,-6.11,0.11,99.929,0.549,Rock
551,26,9.11E-01,0.129,4.73E+05,0.054,1.22E-01,0.06,-27.769,0.036,92.218,0.081,Classical
552,26,4.88E-01,0.522,3.23E+05,0.324,7.24E-01,0.551,-14.972,0.041,115.836,0.395,Blues
553,41,9.76E-03,0.321,-1.00E+00,0.788,3.95E-01,0.29,-7.772,0.029,126.355,0.657,Electronic
554,50,6.40E-01,0.651,1.46E+05,0.712,6.09E-05,0.074,-6.79,0.043,82.961,0.804,Rock
555,62,3.90E-02,0.485,1.85E+05,0.701,0.00E+00,0.098,-3.807,0.029,151.948,0.613,Country
556,54,1.45E-02,0.528,2.09E+05,0.875,0.00E+00,0.138,-5.912,0.044,136.83,0.479,Rock
557,66,3.83E-02,0.668,2.32E+05,0.739,0.00E+00,0.13,-4.919,0.031,131.918,0.571,Rock
558,12,1.09E-04,0.248,1.06E+05,0.918,7.85E-01,0.244,-5.005,0.107,120.406,0.34,Anime
559,60,1.41E-02,0.441,2.71E+05,0.563,3.69E-06,0.101,-7.274,0.025,85.711,0.209,Rock
560,36,8.42E-01,0.324,4.61E+05,0.153,9.75E-01,0.108,-20.82,0.039,120.406,0.037,Jazz
561,55,5.47E-01,0.562,2.41E+05,0.394,0.00E+00,0.383,-9.536,0.239,76.277,0.292,Hip-Hop
562,58,7.30E-03,0.491,2.49E+05,0.738,0.00E+00,0.295,-6.73,0.057,162.003,0.524,Rock
563,67,9.32E-04,0.513,2.59E+05,0.877,1.63E-04,0.136,-3.756,0.029,145.919,0.389,Rock
564,53,9.94E-01,0.222,1.61E+05,0.012,9.25E-01,0.102,-32.855,0.036,72.774,0.14,Classical
565,40,1.29E-02,0.339,2.33E+05,0.677,1.62E-03,0.105,-11.843,0.045,187.622,0.223,Electronic
566,46,7.10E-01,0.623,3.84E+05,0.328,3.44E-01,0.105,-12.949,0.038,74.668,0.696,Jazz
567,54,2.19E-02,0.597,2.18E+05,0.812,1.06E-03,0.102,-12.062,0.032,135.68,0.823,Rock
568,27,5.89E-02,0.544,2.33E+05,0.484,2.92E-06,0.256,-7.111,0.025,144.872,0.519,Blues
569,70,7.35E-03,0.756,1.71E+05,0.814,0.00E+00,0.143,-5.398,0.042,146.99,0.709,Rap
570,65,8.90E-01,0.6,2.17E+05,0.243,2.20E-03,0.249,-17.085,0.037,110.535,0.468,Rock
571,51,2.70E-01,0.648,2.48E+05,0.637,4.22E-06,0.047,-10.138,0.03,120.406,0.738,Rock
572,50,8.79E-02,0.776,1.88E+05,0.601,3.05E-04,0.353,-6.041,0.049,82.481,0.416,Alternative
573,54,7.27E-02,0.609,-1.00E+00,0.876,6.96E-06,0.078,-5.777,0.044,152.043,0.39,Rock
574,54,4.48E-02,0.675,2.74E+05,0.527,2.65E-06,0.101,-9.501,0.026,113.881,0.66,Rock
575,64,7.94E-01,0.39,3.31E+05,0.31,0.00E+00,0.379,-14.545,0.068,177.515,0.584,Rock
576,40,3.03E-04,0.711,2.84E+05,0.954,8.34E-01,0.07,-7.914,0.071,124.982,0.897,Electronic
577,56,1.16E-02,0.528,2.08E+05,0.888,7.62E-01,0.154,-6.039,0.033,145.971,0.897,Rock
578,59,1.44E-01,0.613,2.86E+05,0.531,3.74E-06,0.801,-9.172,0.034,152.023,0.338,Rock
579,68,1.54E-01,0.71,1.81E+05,0.47,0.00E+00,0.643,-9.33,0.142,80.027,0.581,Hip-Hop
580,55,2.27E-01,0.551,2.95E+05,0.852,9.84E-06,0.276,-3.446,0.161,147.001,0.436,Rap
581,28,2.53E-01,0.519,3.11E+05,0.707,8.40E-04,0.212,-4.844,0.026,180.03,0.517,Anime
582,40,1.38E-02,0.77,-1.00E+00,0.721,5.05E-01,0.097,-8.008,0.053,119.996,0.366,Electronic
583,32,9.95E-01,0.209,3.18E+05,0.015,8.77E-01,0.067,-29.801,0.041,120.406,0.118,Classical
584,51,6.91E-02,0.557,-1.00E+00,0.61,1.17E-02,0.341,-9.899,0.111,155.966,0.128,Rock
585,68,5.55E-01,0.635,2.17E+05,0.691,0.00E+00,0.097,-4.862,0.258,82.142,0.638,Hip-Hop
586,45,9.35E-01,0.548,2.51E+05,0.115,8.07E-02,0.16,-18.408,0.034,107.799,0.15,Jazz
587,38,4.16E-04,0.694,1.28E+05,0.917,4.22E-01,0.515,-3.181,0.219,150.01,0.526,Electronic
588,72,1.98E-01,0.58,2.06E+05,0.498,0.00E+00,0.132,-6.901,0.028,116.271,0.111,Rock
589,54,8.22E-02,0.628,2.24E+05,0.584,4.33E-01,0.298,-8.03,0.028,112,0.335,Rock
590,54,7.40E-03,0.666,2.21E+05,0.573,2.33E-04,0.116,-8.369,0.036,96.982,0.438,Rock
591,68,3.77E-01,0.648,3.50E+05,0.631,0.00E+00,0.12,-5.662,0.103,105.989,0.142,Rap
592,56,5.63E-02,0.892,-1.00E+00,0.538,0.00E+00,0.303,-7.043,0.304,130.129,0.325,Hip-Hop
593,46,5.34E-04,0.374,4.78E+05,0.926,1.17E-02,0.341,-4.947,0.083,106.315,0.619,Jazz
594,70,1.55E-01,0.491,3.23E+05,0.523,0.00E+00,0.405,-9.417,0.592,73.79,0.243,Rap
595,42,6.14E-02,0.643,3.70E+05,0.643,7.11E-01,0.119,-8.081,0.027,102,0.436,Jazz
596,58,1.18E-01,0.663,-1.00E+00,0.48,3.87E-04,0.165,-9.267,0.025,95.912,0.218,Rock
597,30,3.13E-01,0.616,3.58E+05,0.464,9.16E-01,0.109,-17.747,0.047,177.829,0.113,Electronic
598,64,5.37E-02,0.628,2.02E+05,0.845,0.00E+00,0.378,-4.837,0.04,115.999,0.801,Rock
599,36,9.37E-01,0.087,-1.00E+00,0.017,7.73E-01,0.108,-32.245,0.048,85.068,0.05,Classical
600,70,2.42E-04,0.606,1.93E+05,0.887,0.00E+00,0.337,-4.404,0.06,119.974,0.903,Rock
601,65,6.31E-04,0.246,2.13E+05,0.768,3.01E-01,0.102,-7.48,0.039,169.873,0.35,Rock
602,68,1.29E-01,0.662,2.10E+05,0.65,0.00E+00,0.113,-5.981,0.038,117.992,0.481,Rock
603,39,1.52E-01,0.572,2.35E+05,0.826,0.00E+00,0.113,-5.167,0.132,167.988,0.408,Country
604,70,1.80E-04,0.546,2.07E+05,0.959,1.44E-03,0.058,-4.664,0.082,127.831,0.416,Rock
605,61,2.44E-01,0.529,1.69E+05,0.847,0.00E+00,0.205,-5.513,0.048,93.977,0.69,Rock
606,53,7.45E-01,0.697,1.45E+05,0.676,5.11E-04,0.263,-5.273,0.044,120.406,0.705,Rock
607,65,2.22E-01,0.332,4.74E+05,0.623,8.83E-04,0.278,-12.365,0.08,182.63,0.416,Rock
608,70,7.48E-01,0.401,-1.00E+00,0.527,3.05E-03,0.359,-15.632,0.061,133.749,0.208,Rock
609,54,1.79E-04,0.587,3.96E+05,0.613,1.51E-01,0.178,-9.444,0.034,85.693,0.655,Rock
610,62,2.50E-04,0.56,2.21E+05,0.901,1.34E-01,0.299,-4.481,0.032,132.009,0.807,Rock
611,61,1.59E-01,0.674,2.17E+05,0.705,6.11E-06,0.106,-7.516,0.026,95.99,0.635,Rock
612,54,5.23E-02,0.694,2.15E+05,0.951,3.38E-03,0.293,-5.4,0.078,120.014,0.74,Rock
613,61,3.51E-01,0.541,2.00E+05,0.483,4.00E-01,0.111,-10.675,0.051,80.73,0.641,Rock
614,71,5.38E-01,0.404,1.48E+05,0.43,0.00E+00,0.08,-12.327,0.224,180.061,0.641,Rock
615,47,2.37E-02,0.682,2.41E+05,0.523,0.00E+00,0.18,-9.69,0.335,170.049,0.366,Rap
616,46,2.81E-01,0.498,-1.00E+00,0.724,6.75E-06,0.157,-5.142,0.089,145.908,0.384,Electronic
617,26,3.87E-05,0.476,1.70E+05,0.791,8.38E-01,0.165,-8.086,0.058,120.406,0.403,Blues
618,51,1.84E-01,0.754,2.09E+05,0.801,0.00E+00,0.132,-5.992,0.35,120.406,0.391,Jazz
619,61,3.34E-01,0.506,-1.00E+00,0.526,5.39E-04,0.091,-9.936,0.029,129.641,0.591,Rock
620,56,2.93E-02,0.647,2.19E+05,0.764,0.00E+00,0.139,-4.388,0.036,161.416,0.598,Rock
621,13,7.61E-01,0.544,2.15E+05,0.792,0.00E+00,0.335,-3.512,0.046,119.998,0.615,Anime
622,61,6.95E-03,0.793,2.26E+05,0.554,0.00E+00,0.127,-6.624,0.045,119.993,0.225,Rap
623,56,4.63E-03,0.469,2.08E+05,0.854,0.00E+00,0.344,-5.03,0.164,186.061,0.559,Rock
624,47,4.50E-01,0.381,6.75E+04,0.592,0.00E+00,0.534,-10.879,0.289,84.974,0.673,Hip-Hop
625,52,6.56E-01,0.42,3.52E+05,0.662,4.23E-04,0.096,-9.828,0.034,147.949,0.378,Rock
626,36,4.81E-01,0.718,2.86E+05,0.548,8.57E-01,0.089,-11.204,0.032,109.96,0.629,Jazz
627,66,6.61E-02,0.739,1.94E+05,0.471,9.78E-05,0.116,-8.456,0.044,90.002,0.31,Rock
628,42,2.05E-01,0.496,1.77E+05,0.895,0.00E+00,0.063,-4.027,0.147,120.406,0.654,Country
629,42,2.95E-02,0.291,1.95E+05,0.598,2.27E-03,0.074,-6.972,0.039,146.245,0.186,Alternative
630,39,2.61E-01,0.486,2.09E+05,0.512,1.86E-02,0.121,-7.637,0.033,65.145,0.321,Alternative
631,57,9.72E-01,0.193,2.08E+05,0.033,9.29E-01,0.098,-28.228,0.046,82.165,0.037,Classical
632,52,7.08E-02,0.458,2.08E+05,0.751,1.05E-02,0.169,-4.681,0.032,140.895,0.387,Rock
633,43,3.54E-02,0.794,3.73E+05,0.625,8.71E-01,0.065,-8.396,0.055,113.996,0.187,Electronic
634,25,8.73E-03,0.465,2.43E+05,0.981,0.00E+00,0.354,-2.366,0.203,128.093,0.534,Anime
635,35,9.62E-01,0.375,1.44E+05,0.208,4.72E-06,0.086,-12.955,0.034,67.714,0.379,Classical
636,70,5.57E-02,0.678,2.13E+05,0.76,0.00E+00,0.359,-5.546,0.221,96.044,0.24,Rap
637,48,1.69E-02,0.42,4.01E+05,0.752,2.14E-02,0.117,-5.002,0.039,111.105,0.461,Alternative
638,67,5.00E-02,0.813,2.42E+05,0.977,2.75E-05,0.147,-6.078,0.048,114.316,0.842,Rock
639,47,4.04E-01,0.467,1.58E+05,0.581,0.00E+00,0.149,-9.768,0.456,91.108,0.152,Hip-Hop
640,42,4.80E-01,0.65,2.05E+05,0.791,0.00E+00,0.16,-4.397,0.033,93.992,0.896,Country
641,65,1.35E-01,0.756,2.47E+05,0.415,0.00E+00,0.144,-14.429,0.056,96.99,0.68,Rock
642,53,9.85E-01,0.336,1.90E+05,0.062,8.91E-01,0.11,-20.494,0.036,60.705,0.197,Jazz
643,53,7.44E-01,0.366,4.98E+05,0.357,1.97E-05,0.11,-6.227,0.034,118.901,0.117,Rock
644,49,5.91E-03,0.356,1.93E+05,0.837,2.83E-05,0.064,-4.166,0.072,131.668,0.54,Rock
645,59,7.51E-05,0.352,4.56E+05,0.956,2.03E-02,0.125,-3.634,0.149,122.897,0.228,Rock
646,56,3.49E-04,0.684,2.69E+05,0.906,5.50E-01,0.103,-6.661,0.077,101.46,0.555,Rock
647,38,1.08E-03,0.776,4.49E+05,0.703,8.80E-01,0.352,-16.542,0.05,125.938,0.922,Jazz
648,60,1.38E-01,0.516,-1.00E+00,0.745,0.00E+00,0.114,-5.674,0.038,120.406,0.77,Rock
649,37,3.33E-01,0.793,5.09E+05,0.479,9.07E-01,0.028,-10.759,0.082,95.99,0.645,Electronic
650,73,6.15E-01,0.467,3.20E+05,0.324,2.48E-02,0.118,-10.451,0.025,94.301,0.166,Rock
651,33,9.78E-01,0.434,2.08E+05,0.087,8.60E-01,0.407,-22.613,0.053,79.847,0.82,Classical
652,54,4.71E-02,0.798,1.91E+05,0.721,0.00E+00,0.063,-4.964,0.093,104.943,0.41,Rap
653,55,1.97E-04,0.656,3.45E+05,0.864,1.07E-01,0.281,-7.895,0.041,93.197,0.617,Rock
654,56,9.55E-01,0.465,2.85E+05,0.242,2.23E-02,0.126,-10.46,0.03,102.812,0.315,Rock
655,64,3.90E-02,0.824,2.50E+05,0.366,1.06E-01,0.04,-10.96,0.145,73.949,0.895,Rock
656,43,1.53E-03,0.196,3.32E+05,0.737,7.45E-01,0.086,-8.961,0.073,96.138,0.09,Anime
657,52,3.10E-03,0.769,1.95E+05,0.601,0.00E+00,0.272,-8.402,0.171,168.996,0.448,Hip-Hop
658,60,7.92E-03,0.306,2.88E+05,0.872,8.00E-01,0.261,-7.313,0.05,167.946,0.648,Rock
659,58,8.44E-02,0.593,-1.00E+00,0.837,0.00E+00,0.148,-4.834,0.03,99.947,0.569,Rock
660,63,3.71E-02,0.437,2.67E+05,0.337,9.46E-04,0.098,-11.439,0.033,120.406,0.078,Alternative
661,37,9.95E-01,0.45,8.57E+04,0.003,9.26E-01,0.057,-38.718,0.053,62.44,0.09,Classical
662,28,7.14E-01,0.616,1.14E+05,0.186,1.32E-06,0.166,-13.757,0.051,119.747,0.878,Blues
663,54,1.81E-01,0.799,2.53E+05,0.665,1.36E-01,0.125,-6.31,0.045,89.498,0.783,Rock
664,56,2.59E-01,0.534,2.34E+05,0.457,4.00E-04,0.203,-8.66,0.027,140.798,0.271,Rock
665,37,1.83E-01,0.457,2.71E+05,0.92,9.55E-01,0.206,-5.675,0.044,73.984,0.595,Jazz
666,32,8.06E-01,0.423,1.24E+05,0.156,5.87E-04,0.623,-17.959,0.039,135.911,0.563,Classical
667,51,7.42E-01,0.603,2.34E+05,0.36,0.00E+00,0.233,-8.841,0.031,122.021,0.347,Country
668,28,5.95E-01,0.163,1.62E+05,0.44,9.09E-01,0.142,-9.873,0.044,154.357,0.126,Anime
669,61,8.51E-03,0.703,2.48E+05,0.785,4.79E-02,0.178,-7.633,0.046,105.857,0.592,Rock
670,68,1.89E-02,0.717,2.05E+05,0.796,8.94E-05,0.19,-3.677,0.03,105.017,0.942,Rock
671,65,2.87E-05,0.529,1.96E+05,0.92,2.02E-03,0.058,-4.168,0.065,111.132,0.438,Rock
672,54,9.29E-01,0.189,3.90E+05,0.195,8.07E-01,0.08,-19.454,0.034,126.862,0.039,Rock
673,38,6.37E-01,0.752,5.54E+05,0.791,7.51E-01,0.1,-12.4,0.055,116.004,0.11,Electronic
674,13,7.39E-01,0.4,1.73E+05,0.437,9.67E-01,0.132,-14.016,0.05,120.406,0.142,Anime
675,63,9.73E-04,0.647,2.18E+05,0.71,7.03E-01,0.078,-4.692,0.029,110.059,0.268,Rock
676,55,3.74E-01,0.926,2.13E+05,0.354,0.00E+00,0.49,-10.773,0.511,105.005,0.561,Hip-Hop
677,55,3.96E-01,0.326,2.12E+05,0.65,0.00E+00,0.119,-9.574,0.199,84.461,0.438,Rap
678,61,5.04E-01,0.461,1.69E+05,0.714,1.71E-02,0.684,-9.159,0.313,94.372,0.454,Rock
679,50,2.25E-04,0.606,2.81E+05,0.905,1.99E-03,0.072,-6.514,0.049,126.793,0.672,Electronic
680,53,1.50E-02,0.609,2.17E+05,0.807,1.23E-03,0.37,-8.286,0.056,121.768,0.754,Country
681,58,3.40E-01,0.508,2.96E+05,0.638,3.20E-05,0.077,-4.671,0.028,120.406,0.484,Rock
682,42,2.92E-01,0.594,1.99E+05,0.718,0.00E+00,0.093,-5.755,0.029,133.993,0.549,Country
683,63,3.93E-04,0.272,2.62E+05,0.747,4.03E-05,0.16,-4.86,0.04,202.777,0.255,Rock
684,64,3.50E-01,0.764,1.75E+05,0.646,0.00E+00,0.082,-9.349,0.03,116.115,0.886,Rock
685,76,2.09E-01,0.667,2.08E+05,0.798,1.50E-02,0.097,-5.935,0.068,114.981,0.485,Rock
686,59,8.88E-03,0.49,2.25E+05,0.951,1.26E-03,0.376,-3.888,0.097,158.075,0.628,Rock
687,51,1.11E-03,0.298,1.98E+05,0.597,0.00E+00,0.082,-12.107,0.034,180.434,0.536,Rock
688,49,2.58E-05,0.475,1.77E+05,0.753,9.68E-02,0.212,-5.058,0.214,162.92,0.672,Alternative
689,80,2.93E-03,0.442,1.82E+05,0.943,8.71E-06,0.091,-3.205,0.06,85.064,0.781,Rock
690,58,9.57E-04,0.445,1.93E+05,0.909,3.51E-05,0.378,-4.109,0.134,94.025,0.297,Rock
691,45,4.64E-02,0.708,3.09E+05,0.745,8.73E-01,0.365,-6.961,0.042,122.016,0.161,Jazz
692,33,2.89E-01,0.546,2.95E+05,0.437,3.12E-04,0.119,-8.993,0.033,129.955,0.534,Blues
693,58,3.68E-02,0.53,2.23E+05,0.741,0.00E+00,0.402,-3.821,0.03,75.012,0.424,Rock
694,47,1.35E-02,0.162,3.69E+05,0.517,2.46E-01,0.116,-8.214,0.063,173.743,0.109,Blues
695,71,8.08E-02,0.787,1.76E+05,0.552,0.00E+00,0.102,-7.676,0.069,120.406,0.21,Hip-Hop
696,42,5.86E-02,0.809,1.61E+05,0.27,9.01E-01,0.257,-13.723,0.078,80.009,0.108,Electronic
697,57,6.21E-01,0.657,2.14E+05,0.49,8.10E-01,0.106,-12.27,0.039,120.406,0.53,Rock
698,70,3.54E-02,0.526,1.94E+05,0.801,3.17E-06,0.064,-3.717,0.039,172.024,0.769,Rock
699,62,1.08E-02,0.743,2.43E+05,0.67,7.02E-02,0.22,-4.547,0.029,110.832,0.934,Rock
700,55,5.17E-02,0.573,-1.00E+00,0.738,7.93E-05,0.12,-5.855,0.283,207.852,0.565,Hip-Hop
701,52,5.90E-02,0.625,1.58E+05,0.699,0.00E+00,0.231,-10.665,0.478,147.956,0.381,Rap
702,40,8.51E-03,0.549,1.99E+05,0.895,1.12E-06,0.131,-7.145,0.044,134.595,0.95,Alternative
703,22,9.78E-02,0.189,1.39E+05,0.812,8.75E-01,0.181,-10.686,0.044,123.597,0.276,Electronic
704,60,2.70E-01,0.546,1.97E+05,0.838,1.24E-05,0.084,-3.51,0.032,151.914,0.719,Rock
705,65,1.52E-02,0.465,2.18E+05,0.917,2.00E-02,0.286,-6.331,0.237,155.061,0.39,Rock
706,54,8.64E-01,0.736,1.82E+05,0.297,1.49E-05,0.061,-9.648,0.035,120.406,0.186,Rock
707,70,2.01E-01,0.617,2.26E+05,0.779,0.00E+00,0.117,-5.084,0.287,83.332,0.887,Hip-Hop
708,31,1.58E-01,0.498,4.11E+05,0.571,9.45E-03,0.055,-8.341,0.028,139.226,0.492,Blues
709,56,3.92E-01,0.482,3.24E+05,0.55,2.08E-02,0.111,-4.485,0.027,114.435,0.353,Rock
710,63,3.26E-03,0.541,1.98E+05,0.916,2.04E-06,0.097,-5.964,0.061,156.015,0.627,Rock
711,52,1.75E-02,0.672,5.05E+05,0.792,1.19E-02,0.313,-6.436,0.033,146.907,0.649,Rock
712,25,1.61E-02,0.815,1.50E+05,0.666,5.52E-01,0.074,-5.995,0.227,120.406,0.483,Electronic
