,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
484,21,2.66E-04,NaN,-1.00E+00,0.949,3.72E-05,0.336,-4.046,0.051,150.003,NaN,Anime
485,53,5.91E-03,NaN,-1.00E+00,0.812,4.94E-04,0.408,-6.398,NaN,146.2,NaN,Rock
486,52,3.47E-04,NaN,2.72E+05,0.828,1.44E-01,0.128,-5.453,NaN,81.861,NaN,Rock
487,44,3.54E-04,0.272,2.04E+05,0.908,3.62E-02,0.18,-7.928,0.103,160.913,0.38,Alternative
488,32,9.04E-01,0.393,3.87E+05,0.129,5.87E-01,0.1,-23.347,0.039,120.123,0.645,Classical
489,59,NaN,0.624,2.00E+05,NaN,1.70E-04,0.11,-6.658,0.032,91.973,0.367,Rock
490,51,1.84E-01,0.754,2.09E+05,0.801,0.00E+00,0.132,-5.992,0.35,120.406,0.391,Jazz
491,55,6.58E-02,NaN,2.53E+05,0.589,5.34E-05,0.086,-8.249,0.032,115.283,NaN,Rock
492,39,3.78E-01,0.927,1.95E+05,0.418,2.43E-06,0.117,-5.181,0.045,101.032,0.921,Jazz
493,36,2.89E-01,0.554,3.00E+05,0.811,0.00E+00,0.363,-4.481,0.046,160.17,0.737,Anime
494,61,6.95E-03,0.793,2.26E+05,0.554,0.00E+00,0.127,-6.624,0.045,119.993,0.225,Rap
495,64,5.37E-02,0.628,2.02E+05,0.845,0.00E+00,0.378,NaN,0.04,115.999,0.801,Rock
496,34,2.11E-01,0.599,2.11E+05,0.79,6.74E-06,0.326,-7.155,0.029,91.029,0.718,Country
497,56,NaN,NaN,2.55E+05,NaN,0.00E+00,0.065,-4.109,0.043,81.962,NaN,Rock
498,37,9.95E-01,0.45,8.57E+04,0.003,9.26E-01,0.057,-38.718,0.053,62.44,0.09,Classical
499,54,1.79E-04,NaN,3.96E+05,0.613,1.51E-01,0.178,-9.444,0.034,85.693,NaN,Rock
500,54,2.32E-01,0.499,3.36E+05,0.816,0.00E+00,0.105,-3.913,0.036,82.017,0.275,Alternative
501,61,2.10E-01,0.494,1.80E+05,0.47,0.00E+00,0.28,-9.599,0.03,103.477,0.698,Rock
502,55,8.30E-01,0.387,-1.00E+00,0.194,1.45E-03,0.131,-10.829,0.031,121.7,0.086,Rock
503,58,4.90E-02,0.477,NaN,0.672,NaN,0.355,NaN,0.031,139.864,0.263,Rock
504,48,1.69E-02,NaN,4.01E+05,0.752,2.14E-02,0.117,-5.002,0.039,111.105,NaN,Alternative
505,60,1.04E-05,0.545,2.10E+05,0.836,1.29E-04,0.413,-4.029,0.028,105.925,0.449,Rock
506,79,NaN,NaN,1.80E+05,NaN,7.07E-06,0.071,-9.443,0.039,118.068,NaN,Rock
507,60,1.41E-02,0.441,2.71E+05,0.563,3.69E-06,0.101,-7.274,0.025,85.711,0.209,Rock
508,51,4.88E-04,NaN,1.88E+05,0.879,1.19E-06,0.14,-3.329,0.039,86.986,NaN,Rock
509,46,7.10E-01,0.623,3.84E+05,0.328,3.44E-01,0.105,-12.949,0.038,74.668,0.696,Jazz
510,61,8.51E-03,0.703,2.48E+05,0.785,4.79E-02,0.178,-7.633,0.046,105.857,0.592,Rock
511,49,NaN,0.42,2.81E+05,NaN,1.46E-04,0.139,-5.565,0.031,165.983,0.206,Country
512,62,9.06E-03,0.508,2.25E+05,0.991,1.28E-05,0.316,-1.768,0.123,95.524,0.295,Rock
513,57,6.21E-01,0.657,2.14E+05,0.49,8.10E-01,0.106,-12.27,NaN,120.406,0.53,Rock
514,66,2.38E-02,0.63,1.89E+05,0.908,5.92E-01,0.116,-2.42,0.033,120.522,0.968,Rock
515,60,NaN,0.645,2.17E+05,NaN,0.00E+00,0.374,-5.883,0.033,100.026,0.461,Rock
516,32,7.83E-01,NaN,2.08E+05,0.549,2.86E-02,0.093,-8.012,0.077,148.118,NaN,Electronic
517,54,2.67E-01,0.467,3.04E+05,0.561,3.02E-06,0.132,-6.787,0.026,81.303,0.493,Rock
518,12,1.09E-04,0.248,1.06E+05,0.918,7.85E-01,0.244,-5.005,0.107,120.406,0.34,Anime
519,75,3.64E-02,0.454,NaN,0.66,NaN,0.181,-4.357,0.168,184.353,0.568,Rock
520,56,2.98E-01,0.632,1.80E+05,0.742,0.00E+00,0.433,-7.041,0.085,160.037,0.657,Rap
521,53,2.42E-04,NaN,1.86E+05,0.75,1.19E-02,0.271,-6.619,0.103,165.036,NaN,Rock
522,69,1.56E-02,NaN,NaN,0.924,NaN,NaN,-3.398,0.028,NaN,NaN,Rock
523,42,5.86E-02,0.809,1.61E+05,0.27,9.01E-01,0.257,-13.723,0.078,80.009,0.108,Electronic
524,53,1.74E-01,0.676,NaN,0.379,NaN,NaN,-19.42,0.031,NaN,0.818,Rock
525,28,9.35E-01,0.294,3.70E+04,0.349,5.81E-01,0.158,-17.519,0.048,155.418,0.03,Anime
526,NaN,NaN,0.613,NaN,NaN,NaN,NaN,-13.443,0.06,NaN,0.71,Blues
527,26,1.68E-01,0.291,5.42E+05,0.937,4.70E-01,0.86,-7.032,NaN,153.324,0.427,Blues
528,56,NaN,0.647,2.19E+05,NaN,0.00E+00,0.139,-4.388,0.036,161.416,0.598,Rock
529,66,NaN,0.589,2.13E+05,NaN,0.00E+00,0.076,-3.925,0.063,81.945,0.562,Rock
530,16,8.83E-03,0.438,2.99E+05,0.979,2.56E-01,0.169,-6.269,0.408,152.978,0.126,Anime
531,51,7.42E-01,0.603,2.34E+05,0.36,0.00E+00,0.233,NaN,0.031,122.021,0.347,Country
532,69,4.56E-04,NaN,2.27E+05,0.92,2.60E-03,0.11,-4.852,0.058,93.162,NaN,Rock
533,28,2.53E-01,NaN,3.11E+05,0.707,8.40E-04,0.212,-4.844,0.026,180.03,NaN,Anime
534,58,1.95E-01,0.475,NaN,0.757,NaN,0.37,-7.307,0.357,120.406,0.071,Hip-Hop
535,33,9.78E-01,NaN,2.08E+05,0.087,8.60E-01,0.407,-22.613,0.053,79.847,NaN,Classical
536,51,9.25E-03,0.6,2.01E+05,0.9,2.93E-01,0.269,-8.434,0.046,120.406,0.918,Rock
537,NaN,1.55E-01,0.491,NaN,0.523,NaN,NaN,-9.417,0.592,NaN,0.243,Rap
538,50,NaN,0.314,2.41E+05,NaN,2.69E-02,0.564,-8.365,0.035,145.047,0.348,Rock
539,23,1.46E-01,0.72,2.29E+05,0.425,1.08E-01,0.785,-14.148,0.71,129.929,0.548,Electronic
540,64,2.79E-01,0.723,2.98E+05,0.691,0.00E+00,0.036,-6.784,0.219,138.038,0.512,Hip-Hop
541,36,NaN,0.52,5.76E+05,NaN,7.79E-01,0.094,-8.389,0.028,90.011,0.169,Electronic
542,61,1.74E-03,0.564,2.57E+05,0.941,6.42E-05,0.242,-4.787,0.051,112.008,0.542,Rock
543,57,8.37E-02,0.498,1.76E+05,0.639,4.61E-05,0.194,-6.04,0.033,120.406,0.18,Rock
544,59,1.85E-02,0.656,2.49E+05,0.721,0.00E+00,0.048,-5.675,NaN,93.947,0.472,Rock
545,64,1.25E-02,0.522,2.46E+05,0.923,1.70E-02,0.085,-4.56,0.054,120.406,0.595,Rock
546,63,NaN,0.541,1.98E+05,NaN,2.04E-06,0.097,-5.964,0.061,156.015,0.627,Rock
547,50,NaN,0.749,-1.00E+00,NaN,1.38E-04,0.097,-12.847,0.038,132.153,0.308,Rock
548,57,9.13E-01,0.356,1.79E+05,0.26,2.10E-06,0.105,-10.577,0.031,144.184,0.49,Rock
549,71,2.72E-02,NaN,1.69E+05,0.939,0.00E+00,0.24,-1.352,NaN,105.092,NaN,Rock
550,56,NaN,NaN,3.50E+05,NaN,9.34E-01,0.109,-31.231,0.036,67.144,NaN,Classical
551,64,9.14E-01,0.567,1.58E+05,0.159,0.00E+00,0.111,-13.648,0.033,146.913,0.436,Blues
552,51,3.08E-01,NaN,1.98E+05,0.627,0.00E+00,0.159,-5.657,0.047,149.756,NaN,Electronic
553,70,3.54E-02,0.526,1.94E+05,0.801,3.17E-06,0.064,-3.717,0.039,172.024,0.769,Rock
554,58,1.07E-02,NaN,2.01E+05,0.75,0.00E+00,0.106,-3.53,0.029,159.824,NaN,Rock
555,60,NaN,0.634,2.37E+05,NaN,5.29E-06,0.06,-5.058,0.352,94,0.929,Rap
556,25,3.98E-03,0.568,3.74E+05,0.587,7.40E-01,0.684,-11.238,0.033,128.008,0.038,Electronic
557,70,5.68E-03,0.441,-1.00E+00,0.762,3.31E-05,0.086,-3.857,0.044,167.964,0.743,Rock
558,62,4.48E-01,0.504,-1.00E+00,0.501,0.00E+00,0.19,-11.899,0.038,94.961,0.731,Rock
559,63,1.62E-02,0.715,-1.00E+00,0.656,5.01E-04,0.088,-6.154,0.026,126.01,0.423,Rock
560,58,5.15E-01,0.471,2.85E+05,0.357,3.63E-03,0.114,-11.333,0.028,138.255,0.278,NaN
561,65,NaN,0.6,2.17E+05,NaN,2.20E-03,0.249,-17.085,0.037,110.535,0.468,Rock
562,59,2.86E-03,NaN,2.51E+05,0.557,0.00E+00,0.209,-4.47,0.029,145.861,NaN,Rock
563,51,4.25E-01,0.436,1.55E+05,0.655,0.00E+00,0.393,-8.153,0.159,139.712,0.523,Alternative
564,59,3.12E-02,0.473,3.12E+05,0.691,4.04E-03,0.147,-7.984,0.025,120.406,0.421,Rock
565,50,5.71E-04,0.183,-1.00E+00,0.984,1.84E-05,0.288,-2.654,0.186,182.41,0.36,Alternative
566,54,2.19E-02,NaN,2.18E+05,0.812,1.06E-03,0.102,-12.062,0.032,135.68,NaN,Rock
567,55,1.60E-01,0.525,2.57E+05,0.501,2.50E-02,0.146,-14.192,0.032,108.291,0.333,Rock
568,68,NaN,0.458,3.43E+05,NaN,0.00E+00,0.574,NaN,0.026,72.484,0.363,Rock
569,26,NaN,0.348,3.13E+05,NaN,1.18E-03,0.948,-8.054,0.034,120.406,0.482,Blues
570,52,3.86E-01,NaN,2.57E+05,0.551,1.15E-03,0.223,-8.984,0.039,93.979,NaN,Rock
571,51,3.78E-02,0.549,1.77E+05,0.888,7.22E-06,0.156,-3.68,0.029,104.976,0.386,Alternative
572,58,1.18E-01,0.663,-1.00E+00,0.48,3.87E-04,0.165,-9.267,0.025,95.912,0.218,Rock
573,74,7.64E-02,0.686,2.01E+05,0.783,0.00E+00,0.163,-4.977,0.119,120.406,0.814,Rock
574,24,NaN,0.606,1.87E+05,NaN,9.04E-06,0.506,-4.194,0.027,130.006,0.691,Rock
575,60,3.40E-02,NaN,2.16E+05,0.933,2.07E-05,0.33,-4.874,NaN,169.842,NaN,Rock
576,64,2.72E-03,0.235,2.27E+05,0.86,9.69E-02,0.388,-2.842,NaN,127.788,0.342,Rock
577,0,9.56E-01,0.332,1.94E+05,0.188,9.29E-01,0.137,-20.45,0.045,136.27,0.055,Classical
578,68,2.10E-02,0.424,2.55E+05,0.632,1.17E-02,0.054,-7.243,0.092,97.694,0.356,Rock
579,36,4.81E-01,0.718,2.86E+05,0.548,8.57E-01,0.089,-11.204,0.032,109.96,0.629,Jazz
580,49,2.58E-05,0.475,1.77E+05,0.753,9.68E-02,0.212,-5.058,0.214,162.92,0.672,Alternative
581,55,1.52E-01,0.555,-1.00E+00,0.726,1.78E-04,0.148,-8.939,0.037,107.719,0.505,Rock
582,53,7.75E-01,0.435,-1.00E+00,0.384,9.20E-01,0.119,-14.024,0.029,159.092,0.171,Rock
583,33,1.66E-03,0.495,-1.00E+00,0.534,1.17E-04,0.089,-7.347,0.025,92.997,0.182,Country
584,59,NaN,0.471,2.67E+05,NaN,0.00E+00,0.101,-10.879,0.032,125.242,0.17,Rock
585,32,7.92E-02,0.364,4.32E+05,0.752,1.57E-05,0.097,-5.623,0.1,173.715,0.636,Blues
586,26,3.79E-01,0.57,2.82E+05,0.949,3.51E-01,0.093,-3.529,0.118,120.406,0.807,Blues
587,38,1.37E-01,0.494,2.05E+05,0.357,6.67E-01,0.131,-17.063,0.034,120.406,0.292,Jazz
588,34,4.41E-01,NaN,1.57E+05,0.728,3.33E-05,0.351,-9.14,0.098,78.205,NaN,Jazz
589,52,3.14E-02,0.725,2.02E+05,0.55,0.00E+00,0.089,-6.588,0.044,76.011,0.785,Country
590,65,5.27E-01,0.773,2.65E+05,0.794,3.54E-04,0.113,-4.954,0.033,101.143,0.907,Rock
591,58,8.80E-01,0.309,2.41E+05,0.179,3.46E-04,0.117,-17.077,0.034,121.498,0.167,Rock
592,45,9.35E-01,0.548,2.51E+05,0.115,8.07E-02,0.16,-18.408,0.034,107.799,0.15,Jazz
593,63,NaN,0.559,2.14E+05,NaN,5.24E-03,0.096,-5.338,0.039,104.976,0.573,Rock
594,70,5.69E-03,0.724,1.64E+05,0.591,2.49E-02,0.083,-5.696,0.068,107.944,0.633,Rock
595,38,3.28E-01,0.444,3.37E+05,0.54,1.27E-02,0.08,-11.003,0.216,120.406,0.287,Jazz
596,34,9.81E-01,NaN,2.75E+05,0.053,9.69E-01,0.071,-26.037,0.04,120.406,NaN,Classical
597,30,NaN,0.813,2.45E+05,NaN,8.87E-01,0.047,-7.177,0.037,120.406,0.877,Jazz
598,54,5.17E-01,0.589,2.18E+05,0.616,9.33E-06,0.123,-3.401,0.099,83.937,0.305,Hip-Hop
599,57,1.42E-01,0.405,3.38E+05,0.756,4.03E-05,0.638,-6.361,0.031,120.406,0.606,Rock
600,NaN,1.71E-01,0.348,NaN,0.87,NaN,NaN,-5.86,0.137,NaN,0.763,Country
601,75,NaN,0.526,1.95E+05,NaN,5.97E-02,0.229,-6.003,0.09,90.052,0.528,Rock
602,35,9.95E-01,0.387,3.64E+05,0.035,8.93E-01,0.073,-32.142,0.048,96.86,0.15,Classical
603,60,NaN,0.511,2.52E+05,NaN,2.01E-03,0.135,-4.243,0.075,147.999,0.557,Rock
604,67,2.66E-01,0.328,1.81E+05,0.619,1.95E-06,0.178,-7.136,0.282,67.153,0.405,Rap
605,30,9.73E-01,0.43,5.34E+05,0.083,6.09E-01,0.214,-22.039,0.047,125.093,0.459,Classical
606,51,6.14E-04,0.411,3.23E+05,0.768,8.59E-03,0.134,-4.21,NaN,134.408,0.672,Alternative
607,52,5.16E-01,0.813,-1.00E+00,0.757,0.00E+00,0.363,-5.358,0.356,92.996,0.646,Hip-Hop
608,61,8.36E-01,0.33,1.87E+05,0.214,7.01E-02,0.178,-17.699,0.031,147.795,0.275,Rock
609,65,3.18E-03,0.559,1.91E+05,0.931,1.24E-05,0.062,-5.863,0.072,90.911,0.644,Rock
610,52,1.17E-02,NaN,4.14E+05,0.991,3.92E-03,0.339,-6.725,0.256,152.596,NaN,Electronic
611,54,4.54E-01,0.385,1.30E+05,0.791,0.00E+00,0.075,-2.647,0.095,194.638,0.764,Rock
612,61,8.24E-02,0.571,2.26E+05,0.698,3.70E-03,0.279,-5.056,0.035,120.406,0.61,Rock
613,13,8.12E-01,0.615,1.09E+05,0.229,9.53E-01,0.165,-18.944,0.047,184.591,0.086,Anime
614,35,4.37E-01,0.62,1.84E+05,0.611,2.88E-02,0.118,-10.708,0.028,93.119,0.689,Blues
615,65,1.95E-01,0.606,1.73E+05,0.805,8.81E-06,0.109,-5.399,0.214,120.406,0.725,Rock
616,60,NaN,0.346,1.88E+05,NaN,2.03E-05,0.263,-4.919,NaN,186.836,0.297,Rock
617,61,NaN,0.529,NaN,NaN,NaN,0.205,-5.513,0.048,93.977,0.69,Rock
618,38,4.16E-04,0.694,1.28E+05,0.917,4.22E-01,0.515,-3.181,0.219,150.01,0.526,Electronic
619,35,7.21E-03,0.551,6.68E+05,0.531,8.68E-04,0.135,-9.054,0.05,82.36,0.546,Blues
620,51,2.00E-01,0.427,2.41E+05,0.883,0.00E+00,0.105,-1.936,0.102,159.91,0.724,Country
621,43,3.54E-02,0.794,3.73E+05,0.625,8.71E-01,0.065,-8.396,0.055,113.996,0.187,Electronic
622,61,1.48E-01,NaN,4.62E+05,0.788,6.25E-01,0.098,-5.611,0.043,142.584,NaN,Rock
623,62,4.56E-04,0.519,1.91E+05,0.892,5.25E-04,0.572,NaN,0.113,174.027,0.559,Rock
624,60,7.98E-03,NaN,1.86E+05,0.843,3.10E-05,0.112,-4.238,NaN,91.979,NaN,Rock
625,73,2.32E-01,0.848,1.82E+05,0.649,0.00E+00,0.101,-6.083,0.315,118.04,0.629,Hip-Hop
626,56,6.01E-02,0.559,2.59E+05,0.343,1.38E-01,0.1,-13.072,0.042,120.406,0.183,Rock
627,56,6.51E-01,NaN,NaN,0.37,NaN,NaN,-16.651,0.035,NaN,NaN,Country
628,57,1.80E-04,0.448,NaN,0.927,NaN,NaN,-3.244,0.061,NaN,0.687,Rock
629,61,7.25E-02,0.641,-1.00E+00,0.792,5.13E-01,0.175,-6.453,0.027,87.069,0.67,Rock
630,NaN,9.59E-01,0.067,NaN,0.034,NaN,NaN,-26.563,0.047,NaN,0.038,Classical
631,65,NaN,0.531,2.16E+05,NaN,0.00E+00,0.072,-4.95,0.035,124.578,0.424,Rock
632,65,NaN,0.829,-1.00E+00,NaN,1.48E-03,0.171,-4.329,0.097,130.04,0.762,Rock
633,36,NaN,NaN,4.61E+05,NaN,9.75E-01,0.108,-20.82,0.039,120.406,NaN,Jazz
634,65,NaN,0.506,NaN,NaN,NaN,NaN,-6.11,0.11,NaN,0.549,Rock
635,NaN,7.63E-01,NaN,NaN,0.459,NaN,NaN,-10.446,0.03,NaN,NaN,Rock
636,68,8.30E-02,NaN,-1.00E+00,0.824,0.00E+00,0.21,-4.039,0.052,161.981,NaN,Rock
637,66,NaN,NaN,1.90E+05,NaN,0.00E+00,0.111,-3.347,0.039,92.967,NaN,Rock
638,30,8.06E-01,NaN,3.06E+05,0.67,9.13E-01,0.121,-9.736,0.03,95.109,NaN,Jazz
639,34,4.77E-03,0.758,NaN,0.479,NaN,0.107,-6.791,0.087,92.003,0.652,Jazz
640,50,7.22E-02,NaN,NaN,0.901,NaN,0.14,-6.311,0.038,93.98,NaN,Rock
641,50,1.01E-01,0.53,2.32E+05,0.504,6.33E-04,0.106,-6.71,0.025,120.406,0.56,Country
642,57,9.68E-01,0.573,1.16E+05,0.235,1.98E-02,0.105,-16.982,0.043,79.578,0.834,Rock
643,55,NaN,0.409,2.58E+05,NaN,1.18E-01,0.116,NaN,0.085,166.001,0.473,Rock
644,26,7.70E-01,0.81,1.53E+05,0.524,1.03E-05,0.161,-9.77,0.034,130.214,0.949,Blues
645,42,2.39E-01,0.669,2.18E+05,0.736,1.69E-04,0.598,-3.223,0.06,145.061,0.494,Electronic
646,54,2.57E-01,0.69,3.30E+05,0.877,0.00E+00,0.14,-4.074,0.264,92.165,0.779,Hip-Hop
647,36,9.37E-01,0.087,-1.00E+00,0.017,7.73E-01,0.108,-32.245,0.048,85.068,0.05,Classical
648,59,2.14E-01,0.599,2.40E+05,0.869,1.29E-01,0.108,-4.874,0.028,90.088,0.637,Rock
649,79,1.49E-02,0.921,1.91E+05,0.467,2.38E-04,0.334,-8.443,0.119,135.995,0.287,Rap
650,60,7.58E-01,0.35,-1.00E+00,0.293,8.21E-06,0.104,NaN,NaN,96.685,0.162,Rock
651,62,7.11E-02,0.753,1.93E+05,0.594,0.00E+00,0.391,-9.486,0.082,112.568,0.562,Rap
652,55,NaN,0.547,2.44E+05,NaN,6.59E-04,0.312,-3.839,0.045,114.053,0.532,Rock
653,55,NaN,0.622,NaN,NaN,NaN,0.095,-7.971,0.027,90.082,0.496,Country
654,42,4.58E-01,0.368,-1.00E+00,0.395,3.66E-05,0.14,-14.067,0.03,101.564,0.466,Blues
655,51,2.73E-04,0.616,-1.00E+00,0.985,1.45E-04,0.111,-1.598,0.083,109.979,0.487,Rock
656,61,4.98E-01,0.523,2.42E+05,0.366,0.00E+00,0.094,-14.069,0.033,142.814,0.291,Rock
657,56,6.32E-02,0.705,2.42E+05,0.75,0.00E+00,0.146,-4.558,0.052,77.817,0.392,Rap
658,NaN,5.17E-01,0.668,NaN,0.477,NaN,NaN,-8.709,0.036,NaN,0.097,Rock
659,52,1.78E-02,0.878,2.52E+05,0.651,0.00E+00,0.041,-8.074,NaN,92.028,0.102,Rap
660,46,8.66E-01,0.47,3.21E+05,0.22,1.07E-06,0.113,-11.727,0.043,156.109,0.349,Alternative
661,77,1.67E-01,0.491,1.89E+05,0.867,0.00E+00,0.458,-2.313,0.103,167.965,0.602,Rock
662,64,NaN,0.39,3.31E+05,NaN,0.00E+00,0.379,NaN,0.068,177.515,0.584,Rock
663,64,2.17E-02,0.858,2.48E+05,0.76,0.00E+00,0.322,-7.895,0.254,93.082,0.951,Hip-Hop
664,53,2.77E-03,0.612,NaN,0.666,NaN,NaN,-5.866,0.032,NaN,0.353,Rock
665,51,1.47E-01,0.44,2.01E+05,0.649,0.00E+00,0.105,-8.465,0.092,187.783,0.405,Rock
666,70,5.57E-02,0.678,2.13E+05,0.76,0.00E+00,0.359,-5.546,0.221,96.044,0.24,Rap
667,56,2.38E-02,NaN,3.14E+05,0.694,0.00E+00,0.034,-5.184,NaN,96.458,NaN,Rock
668,56,9.20E-01,NaN,2.61E+05,0.289,1.10E-04,0.124,-9.83,0.027,108.098,NaN,Rock
669,55,2.38E-01,0.593,2.05E+05,0.41,5.87E-01,0.117,-9.722,0.024,120.406,0.27,Rock
670,54,5.93E-02,0.608,NaN,0.863,NaN,0.228,-4.87,NaN,150.029,0.476,Rap
671,33,3.77E-01,0.519,-1.00E+00,0.374,0.00E+00,0.077,NaN,0.027,111.336,0.422,Blues
672,NaN,NaN,0.426,NaN,NaN,NaN,0.095,-5.828,0.04,88.088,0.219,Rock
673,61,5.04E-01,0.461,1.69E+05,0.714,1.71E-02,0.684,-9.159,0.313,94.372,0.454,Rock
674,62,NaN,0.564,1.68E+05,NaN,1.15E-05,0.168,-6.578,0.044,79.99,0.32,Rock
675,55,3.24E-01,0.705,1.91E+05,0.813,0.00E+00,0.347,-4.522,0.116,120.406,0.843,Rock
676,46,2.81E-01,NaN,NaN,0.724,NaN,NaN,-5.142,0.089,NaN,NaN,Electronic
677,49,NaN,NaN,NaN,NaN,NaN,NaN,-8.624,0.039,NaN,NaN,Country
678,42,1.28E-04,0.442,2.91E+05,0.793,3.05E-04,0.227,-5.465,0.029,149.958,0.313,Alternative
679,47,1.35E-02,0.162,3.69E+05,0.517,2.46E-01,0.116,-8.214,0.063,173.743,0.109,Blues
680,54,3.14E-04,0.503,1.77E+05,0.741,5.74E-01,0.44,-5.672,0.036,120.998,0.544,Rock
681,80,3.81E-01,0.642,1.95E+05,0.782,0.00E+00,0.108,-3.395,0.048,162.005,0.396,Hip-Hop
682,59,3.10E-01,0.476,2.83E+05,0.331,2.82E-06,0.172,-14.884,0.03,130.574,0.24,Rock
683,62,1.82E-02,0.378,3.40E+05,0.596,1.14E-05,0.144,-5.406,0.032,135.968,0.172,Rock
684,65,4.92E-01,0.761,1.89E+05,0.592,6.26E-03,0.61,-9.836,0.059,123.095,0.332,Rock
685,NaN,8.19E-01,0.64,NaN,0.196,NaN,0.098,-11.478,0.027,143.919,0.301,Rock
686,67,2.38E-03,0.236,3.54E+05,0.84,2.04E-01,0.303,-3.454,0.057,129.19,0.189,Rock
687,44,NaN,0.674,2.47E+05,NaN,0.00E+00,0.289,-6.457,0.061,143.948,0.371,Country
688,41,9.76E-03,NaN,-1.00E+00,0.788,3.95E-01,0.29,-7.772,0.029,126.355,NaN,Electronic
689,52,3.72E-03,0.326,2.11E+05,0.935,7.55E-06,0.302,-5.69,0.07,135.762,0.17,Alternative
690,59,1.22E-01,NaN,2.19E+05,0.601,5.69E-06,0.181,-5.996,0.029,120.406,NaN,Rock
691,NaN,3.68E-02,NaN,NaN,0.741,NaN,0.402,-3.821,0.03,75.012,NaN,Rock
692,52,7.08E-02,0.458,2.08E+05,0.751,1.05E-02,0.169,-4.681,0.032,140.895,0.387,Rock
693,71,4.14E-02,0.686,2.90E+05,0.428,0.00E+00,0.138,-13.072,0.192,141.95,0.329,Hip-Hop
694,60,5.82E-01,0.421,1.87E+05,0.407,7.75E-01,0.117,-10.732,0.078,80.748,0.238,Alternative
695,49,5.91E-03,NaN,1.93E+05,0.837,2.83E-05,0.064,NaN,0.072,131.668,NaN,Rock
696,56,3.75E-01,0.677,2.55E+05,0.403,2.69E-04,0.059,-9.457,0.029,120.406,0.568,Rock
697,58,6.69E-01,NaN,1.43E+05,0.363,0.00E+00,0.117,-12.484,0.034,123.263,NaN,Rock
698,16,2.46E-02,0.545,2.25E+05,0.917,0.00E+00,0.307,-2.839,0.035,132.93,0.651,Anime
699,50,NaN,0.419,2.71E+05,NaN,0.00E+00,0.097,-5.659,0.032,143.968,0.242,Alternative
700,NaN,NaN,0.437,NaN,NaN,NaN,NaN,-11.439,0.033,NaN,0.078,NaN
701,67,9.32E-04,0.513,2.59E+05,0.877,1.63E-04,0.136,-3.756,0.029,145.919,0.389,Rock
702,56,2.45E-01,0.876,1.27E+05,0.807,0.00E+00,0.125,-4.466,0.18,135.754,0.691,Hip-Hop
703,25,1.61E-02,0.815,1.50E+05,0.666,5.52E-01,0.074,-5.995,0.227,120.406,0.483,Electronic
704,73,NaN,0.413,-1.00E+00,NaN,0.00E+00,0.079,-5.12,0.255,120.406,0.085,Hip-Hop
705,54,2.63E-02,0.314,3.10E+05,0.959,1.48E-04,0.161,-4.657,0.091,154.221,0.492,Rock
706,53,3.58E-03,0.765,4.61E+05,0.397,7.15E-01,0.117,-10.538,NaN,123.89,0.15,Rock
707,45,6.63E-01,0.665,2.98E+05,0.634,9.77E-05,0.127,NaN,0.21,93.05,0.43,Jazz
708,58,3.18E-01,0.492,3.57E+05,0.928,1.07E-01,0.087,-2.261,0.05,127.995,0.312,Rock
709,48,4.95E-01,0.95,1.90E+05,0.343,0.00E+00,0.081,-9.418,0.508,124.051,0.564,Hip-Hop
710,53,1.64E-01,0.552,2.96E+05,0.802,1.14E-03,0.13,-7.479,0.04,152.807,0.631,Rock
711,46,4.80E-01,0.809,2.03E+05,0.523,0.00E+00,0.277,-6.335,0.206,133.921,0.827,Hip-Hop
712,59,7.04E-01,0.178,-1.00E+00,0.981,7.45E-05,0.854,-1.743,0.162,88.21,0.369,Alternative
713,59,8.87E-02,0.691,2.72E+05,0.74,0.00E+00,0.149,-5.884,0.298,78.025,0.41,Rap
714,67,1.75E-01,0.386,3.63E+05,0.562,9.17E-06,0.209,-4.363,0.03,72.945,0.228,Rock
715,50,1.88E-01,0.766,2.61E+05,0.526,0.00E+00,0.074,-6.228,0.233,136.105,0.568,Rap
716,21,9.33E-01,0.16,5.12E+05,0.074,7.61E-01,0.079,-22.592,0.041,120.406,0.076,Classical
717,47,3.24E-01,0.644,8.58E+04,0.722,8.92E-01,0.089,-4.872,0.079,89.519,0.769,Jazz
718,NaN,5.47E-01,0.562,NaN,0.394,NaN,0.383,-9.536,NaN,76.277,0.292,Hip-Hop
719,27,1.82E-02,0.35,1.85E+05,0.658,3.79E-06,0.073,-6.553,0.057,156.295,0.593,Blues
720,50,1.33E-02,0.444,2.47E+05,0.609,0.00E+00,0.064,-11.19,0.037,124.005,0.78,Rock
721,54,5.03E-01,0.22,4.19E+05,0.44,8.62E-01,0.12,-9.456,0.035,79.095,0.13,Rock
722,50,1.50E-05,0.543,2.19E+05,0.866,2.98E-02,0.32,-4.812,0.04,137.946,0.321,Rock
723,53,3.88E-03,0.615,2.80E+05,0.889,0.00E+00,0.095,-2.539,0.037,131.96,0.659,Rock
724,43,1.53E-03,0.196,3.32E+05,0.737,7.45E-01,0.086,-8.961,0.073,96.138,0.09,Anime
725,26,4.88E-01,0.522,3.23E+05,0.324,7.24E-01,0.551,NaN,0.041,115.836,0.395,Blues
726,56,3.80E-02,0.364,2.61E+05,0.46,1.31E-03,0.535,-8.298,0.043,93.129,0.068,Rock
